"The Emoji Movie","Four Stars","MommaCX3 ☀️","My kids enjoyed this silly movie.","4.0 "
"The Emoji Movie","Four Stars","rbdgizmo","Our kids (< 10) enjoyed the movie. Not as bad as the pompous credits seem to suggest.","4.0 "
"The Emoji Movie","good movie for kids and adults","Michelle Jo Bliss","love this movie....it was so cute","5.0 "
"The Emoji Movie","Five Stars","R. Desandres","A cleverly done movie!","5.0 "
"The Emoji Movie","Ummm... once was enough.","Amazon Customer","Ummm...once was enough.","3.0 "
"The Emoji Movie","Five Stars","Holly","Funny and has a good story line","5.0 "
"The Emoji Movie","and 2 and they all enjoyed this movie","Chrissy","Very cute movie! My boys are 9,6,4, and 2 and they all enjoyed this movie.","5.0 "
"The Emoji Movie","Five Stars","Mancy","This is a great family movie so funny!","5.0 "
"The Emoji Movie","Surprisingly enjoyable.","bm17fly","Not a bad movie for whole family.","5.0 "
"The Emoji Movie","Four Stars","Clark E. Golden","My wife purchased for her grandkids and it was a big hit.","4.0 "
"The Emoji Movie","Totally missed the chance to build such a great concept","Rosepetal","The movie is messy, script not well written,  and too much sexual innuendo (why in earth does anyone want to expose children to this).","1.0 "
"The Emoji Movie","My daughter loves this movie","Lacey","I bought this for my daughter and she can't stop watching it!","5.0 "
"The Emoji Movie","Five Stars","Maddy","My kids loved it!","5.0 "
"The Emoji Movie","Yikes","Amazon Customer","Terrible movie, but my daughter loves it!","3.0 "
"The Emoji Movie","WHAT HAVE YOU DONE TO MY GRANDDAUGHTER....","sunrise 0664","My granddaughter is GLUED to this movie!!!  She loves it!","5.0 "
"The Emoji Movie","One Star","TK Shopper","This is the dumbest movie.","1.0 "
"The Emoji Movie","Five Stars","MC","Enjoyable for the whole family.","5.0 "
"The Emoji Movie","Five Stars","TGEH","The family love it.","5.0 "
"The Emoji Movie","Fun to watch once- young kids may enjoy it more","Midwest Fam","It was a cute movie and concept.  If you enjoy technology and animation, it is fun to see/hear how they explain things. We rented it, but do not plan on buying it.  Worth watching at least once. Family and kid friendly","2.0 "
"The Emoji Movie","Five Stars","Carrie Belas","Cute children's movie","5.0 "
"The Emoji Movie","Three Stars","Sharon","So bad its funny","3.0 "
"The Emoji Movie","Five Stars","Michelle Cure","My daughter had not seen this movie yet and she has now watched it several times already!","5.0 "
"The Emoji Movie","Funny","E. Green","Me and my daughter loved it.","5.0 "
"The Emoji Movie","Five Stars","Enrico D.","Kids loved it","5.0 "
"The Emoji Movie","Five Stars","Ron Welch","Kids love it","5.0 "
"The Emoji Movie","didn't keep my attention, more like a sleeping pill than a movie","Wen from S.F.","this movie is extremely boring! I watch a lot of movies with my 6 year old daughter and this was one of her picks...ugh! It was very difficult to stay engaged with the movie as it was a bad knock off of a certain other movie dealing the feelings shall we say...and this one wasn't nearly as good. So, it ended up being a snooze fest for me.  It did not keep my attention, although my 6 year old seemed to like it just fine. Go figure! :)","1.0 "
"The Emoji Movie","Great movie","Amazon Customer","Great movie","5.0 "
"The Emoji Movie","Five Stars","Rhochradel","My daughter like this movie","5.0 "
"The Emoji Movie","Five Stars","BobbiJo G","Funny movie kids loved it.","5.0 "
"The Emoji Movie","Great for kids but hard to watch for adults","Stephanie","Kids liked it but not me","3.0 "
"The Emoji Movie","Funny!","S. Hatter","Better than expected, my kids really enjoyed it.","5.0 "
"The Emoji Movie","Five Stars","Larry J. Bise","Satisfied","5.0 "
"The Emoji Movie","Five Stars","Jesse Heckman","AWESOME","5.0 "
"The Emoji Movie","Five Stars","Matt and Jenny","My kid loved this movie.","5.0 "
"The Emoji Movie","Four Stars","cheech","nice kids movie","4.0 "
"The Emoji Movie","Great movie.","Son and Mom","HA! Loved it.","5.0 "
"The Emoji Movie","The Emoji Movie","Cindy","very good movie. great price.","5.0 "
"The Emoji Movie","meh","AngMarie28","Its a pretty dumb movie but my kids liked it","3.0 "
"The Emoji Movie","Five Stars","kathy neilly","It was great movie","5.0 "
"The Emoji Movie","Five Stars","quietbon","My granddaughter loves this movie.","5.0 "
"The Emoji Movie","Five Stars","KTJay","My 9 year old son said he liked it a lot","5.0 "
"The Emoji Movie","Five Stars","Laurafhl","Cute all the way around..","5.0 "
"The Emoji Movie","Four Stars","Christopher m Gobeli","Its ok","4.0 "
"The Emoji Movie","Four Stars","Amazon Customer","Liked!","4.0 "
"The Emoji Movie","Five Stars","Tm26","pretty cute","5.0 "
"The Emoji Movie","Five Stars","Donna C Thompson/Knox County Govt","item was what I expected","5.0 "
"The Emoji Movie","Five Stars","jennifer metivier","My boys loved it.","5.0 "
"The Emoji Movie","Four Stars","Amazon Customer","kids enjoyed it","4.0 "
"The Emoji Movie","Four Stars","ollie m cline","Nephew enjoyed it.","4.0 "
"The Emoji Movie","Five Stars","RainZhang","My son love it","5.0 "
"The Emoji Movie","Five Stars","peter","kids liked it.","5.0 "
"The Emoji Movie","Three Stars","Michelle Webb","Not as good as we expected","3.0 "
"The Emoji Movie","Five Stars","LARRY MERKEL","great","5.0 "
"The Emoji Movie","like the movie","Jeremiah DeGollon","Meh...like the movie.","3.0 "
"The Emoji Movie","Five Stars","Carlos Valdivia","Great","5.0 "
"The Emoji Movie","Five Stars","Oll","My 10 year old likes this movie a lot.","5.0 "
"The Emoji Movie","Five Stars","Ruth Nead","ok","5.0 "
"The Emoji Movie","Five Stars","Beth","great movie!","5.0 "
"The Emoji Movie","Great Family Film","Xtina Larson","Great flick! My kids really enjoyed the message of the movie. Would recommend to watch.","4.0 "
"The Emoji Movie","I was glad I did","Brenda L. Ware","After reading other reviews,  didn’t want to rent.  I was glad I did! Cute movie!  My ten year old daughter and I really liked it!","5.0 "
"The Emoji Movie","I thought this movie would be silly when we purchased ...","Tamara Sanborn","I thought this movie would be silly when we purchased it for my niece and nephew to watch, but we ended up loving it!","5.0 "
"The Emoji Movie","Meh","Nathan","Meh","3.0 "
"The Emoji Movie","Five Stars","laura.weisenburge","Girls loved this movie they just had to have everything emoji for Christmas","5.0 "
"The Emoji Movie","Four Stars","rex demarcus","Fun and well written","4.0 "
"The Emoji Movie","Five Stars","David Wm Litzinger","Great movie","5.0 "
"The Emoji Movie","Five Stars","Linda","Wonderful kid movie.","5.0 "
"The Emoji Movie","fun movie.  not perfect but entertaining and really fun.","Amazon Customer","love it.","5.0 "
"The Emoji Movie","Five Stars","Amazon Customer","Great movie","5.0 "
"The Emoji Movie","Five Stars","Amazon Customer","My 10 year old daughter and I enjoyed this movie a lot.","5.0 "
"The Emoji Movie","Love","Tia","my kids love this movie","5.0 "
"The Emoji Movie","Five Stars","Tammie Loften","Granddaughter loves it","5.0 "
"The Emoji Movie","Five Stars","Carol J Tucker","THANKS","5.0 "
"The Emoji Movie","One Star","Brett Casey","Can't believe they made a movie about emojis.","1.0 "
"The Emoji Movie","Five Stars","Amazon Customer","a","5.0 "
"The Emoji Movie","awesome","Debra","awesome","5.0 "
"The Emoji Movie","Five Stars","Marty","Family fun","5.0 "
"The Emoji Movie","Five Stars","Rosemarie Jordan","great","5.0 "
"The Emoji Movie","Five Stars","Amazon Customer","love it!","5.0 "
"The Emoji Movie","Three Stars","Brandon","ehh","3.0 "
"The Emoji Movie","One Star","Amazon Customer","not so much","1.0 "
"The Emoji Movie","Five Stars","JOhjos","Very good.","5.0 "
"The Emoji Movie","Four Stars","jdls","very cute","4.0 "
"The Emoji Movie","Five Stars","Rebecca","the kids love it","5.0 "
"The Emoji Movie","Three Stars","Jim Bieda","I forgot i rented this movie because i fell asleep.  i will watch it again.","3.0 "
"The Emoji Movie","But my daughter loved it","Heather","I haven't watched it. But my daughter loved it","5.0 "
"The Emoji Movie","Ughhhhhh","Olivia C.","I like nothing at this movie.It's all bad","1.0 "
"The Emoji Movie","Cute Movie","Michelle Crook","Very Cute movie!!!  Granddaughter loves it!","5.0 "
"The Emoji Movie","thumbs up","Mlacys","My kids LOVE this movie.  Lots of laughs.  I think they did a good job with this one.","5.0 "
"The Emoji Movie","Three Stars","ZipSnipe","it was ok","3.0 "
"The Emoji Movie","One Star","CEMommy","Stupid and insipid. Typical.","1.0 "
"The Emoji Movie","Kids liked it. It was cute.","Anthony M Agostino","Kids liked it.","5.0 "
"The Emoji Movie","Five Stars","ROXANNE ALEXANDER","Love it very funny movie","5.0 "
"The Emoji Movie","Five Stars","Mark","It's Meh!","5.0 "
"The Emoji Movie","Four Stars","Stacy Collins","NICE MOVIE","4.0 "
"The Emoji Movie","Five Stars","John H Garner","for granddaughter","5.0 "
"The Emoji Movie","Four Stars","LA","Fun movie","4.0 "
"The Emoji Movie","Five Stars","charles walcott","Kids liked it","5.0 "
"The Emoji Movie","I know the critics trashed this movie but my 9 ...","Mother Fitness","I know the critics trashed this movie but my 9 year old daughter loves it and so does most of her friends.. I think its geared towards that audience. I thought as an adult it was cute enough..Just don't expect an emmy award winning film...","4.0 "
"The Emoji Movie","Four Stars","I. Raigoso","Good","4.0 "
"The Emoji Movie","Five Stars","Rosemary Olson","Kids love it","5.0 "
"The Emoji Movie","Four Stars","Heather Moloney","We all loved this movie... super cute!","4.0 "
"The Emoji Movie","Five Stars","Martha W.","My grandchildren rented this and enjoyed it.","5.0 "
"The Emoji Movie","Three Stars","MeVeN","The kids seem to like it.","3.0 "
"The Emoji Movie","My kids loved it, and so did I","ZetaTauri","My kids loved it, and so did I.  Why all the hate for this film?  It is a very fun movie, and the animation is wonderful.","5.0 "
"The Emoji Movie","Five Stars","Rachelle Brown","Great movie to teach emotional expression for children.  He watches it all of the time.","5.0 "
"The Emoji Movie","Three Stars","Angie Rutkowski","Pretty stupid movie","3.0 "
"The Emoji Movie","Rent...DON'T BUY!!!","Amazon Customer","Save your money...its a cute movie to watch once with your kids.  Has some funny parts.  Once was enough.  Pretty upset I dished out money to buy it.","2.0 "
"The Emoji Movie","Five Stars","Jane M. Binder","Well recieved by my 7 yr old granddaughter!","5.0 "
"The Emoji Movie","Four Stars","David Bushey","This was better than what I’d thought it would be.","4.0 "
"The Emoji Movie","Five Stars","mom","Cute movie","5.0 "
"The Emoji Movie","I will never get back the 1 1/2 hrs I wasted watching this movie!","Zuzupetals77","My 5 yr old son liked it enough but as a parent having to sit through the entire movie, it was pure torture!!!!!!!! Most children's movies are also parent friendly and keep the adult entertained as well, but not this movie! I feel for any other parent who has to sit on the couch during family movie night and pretend to actually be paying attention to it!","1.0 "
"The Emoji Movie","Funny movie","redgreenblue","It's a great  family movie.","5.0 "
"The Emoji Movie","Five Stars","S.White","Very cute movie and my daughter was thrilled to get it for Christmas!","5.0 "
"The Emoji Movie","Believe the reviews","Amy D.","It's really that bad.","1.0 "
"The Emoji Movie","Five Stars","Christine n Kevin mcelveen","Very satisfied","5.0 "
"The Emoji Movie","Five Stars","Amazon Customer","We enjoyed this movie","5.0 "
"The Emoji Movie","Five Stars","Autumn Clark","My son really like it thank you","5.0 "
"The Emoji Movie","Five Stars","tHe.Law","Super funny and cute!","5.0 "
"The Emoji Movie","One Star","James Dobbs","If you want your child to be acclimated to the electronic ghetto, this is the movie for you.","1.0 "
"The Emoji Movie","Five Stars","Amazon Customer","Great and cute movie!","5.0 "
"The Emoji Movie","Five Stars","Chanh Vong","Kids love it!  It is cute","5.0 "
"The Emoji Movie","Five Stars","Penny Mueller","perfect. Great Movie.. Got right on time","5.0 "
"The Emoji Movie","Five Stars","Carole in OKC","It was a gift and my granddaughter loves it.","5.0 "
"The Emoji Movie","Too slow, horrible story","TwyzturFalconsFan","Weird movie","2.0 "
"The Emoji Movie","So funny!!","Erika Yeager","This movie is hilarious!","4.0 "
"The Emoji Movie","Five Stars","Livelovelaugh120","Watched it on lime and it was great!","5.0 "
"The Emoji Movie","One Star","Amazon Customer","Didnt work, but they did give a full refund","1.0 "
"The Emoji Movie","BEST MOVIE IN THE WORLD","AMELIA","This movie is incredible. It is a ground breaking film and deserves better scores. I watch it every day at least once, usually more. I hope everyone gets the chance to watch it. BUY THIS MOVIE","5.0 "
"The Emoji Movie","Four Stars","Darrell Honeycutt","OK","4.0 "
"The Emoji Movie","Five Stars","Janet B.","Great packaging, grandkids loved it!","5.0 "
"The Emoji Movie","One Star","Amazon Customer","super glitchy not happy at all","1.0 "
"The Emoji Movie","Funny characters & jokes","Blake Rommel","Very cute movie. Funny characters & jokes. 2-7 year olds loved it.","5.0 "
"The Emoji Movie","Five Stars","adhack","This was actually pretty good. I’d recommend it.","5.0 "
"The Emoji Movie","Five Stars","William W.","My kids love this movie","5.0 "
"The Emoji Movie","""High Five""","hne8n","Kids loved it","4.0 "
"The Emoji Movie","Five Stars","Susan Krasovec","Our toddler loves this movie","5.0 "
"The Emoji Movie","🚫","Amazon Customer","The worst movie ever. 0/10. Don't recommend it. There are better, more effort-driven kids movies like the ones from Pixar and early DreamWorks.","1.0 "
"The Emoji Movie","We originally saw it in theatre but the kids loved it so much they wanted to also see it ...","Kimberly Dalzell","We originally saw it in theatre but the kids loved it so much they wanted to also see it at home. It's nice being able to buy it straight from our smart t.v. for the kids to watch in the comfort of our home.","5.0 "
"The Emoji Movie","It was a good movie since my four year old brother enjoyed watching ...","Amazon Customer","It was a good movie since my four year old brother enjoyed watching it. I do not understand why adults complain when this was aimed to a much younger audience.","4.0 "
"The Emoji Movie","two thumbs up","Angie","was a cute movie, that made me smile, pun intended.","5.0 "
"The Emoji Movie","Four Stars","Gina Northrop","Cute and clean","4.0 "
"The Emoji Movie","Good message! I really enjoyed it","Pearlina R. Adams","Good message!  I really enjoyed it!","5.0 "
"The Emoji Movie","Meh. So cringe","Amazon Customer","Its an ok story line but its so cringe. To the point where I am meh.","3.0 "
"The Emoji Movie","The Emoji Movie","Clint Heisler","This movie is a fun CGI animated family friendly movie with a great voice cast.","5.0 "
"The Emoji Movie","Five Stars","Alyssa Bacon","Cute movie.  Arrived on time and product was as expected","5.0 "
"The Emoji Movie","Not as great of a hit for my kids as we anticipated ...","mario franciscotty","Not as great of a hit for my kids as we anticipated it to be. My 9 and 11 year old lost interest before the movie was over.","3.0 "
"The Emoji Movie","Five Stars","Ben Olds","Great Family Movie!","5.0 "
"The Emoji Movie","Love","Brent","My kids love this movie!!","5.0 "
"The Emoji Movie","Five Stars","Marcus","Great movie for the whole family.","5.0 "
"The Emoji Movie","worst 99 cents ever spent! i want a full refund!!!!","Max","i want a refund immediately. my grandson cried when he found out they didn't go into the pokemon go. worst movie, would not recommend.","1.0 "
"The Emoji Movie","Four Stars","Whiskey_Dreamer","Kids loved it. Great for the young ones!","4.0 "
"The Emoji Movie","One Star","Kathleen Corcoran","Rented movie and it won’t play.","1.0 "
"The Emoji Movie","Five Stars","Amazon Customer",":)","5.0 "
"The Emoji Movie","Five Stars","chris","My 6 year old brother in-law loves it","5.0 "
"The Emoji Movie","Love this movie","Amazon Customer","Love this movie, super cute!","5.0 "
